blue_win,blueGold,blueMinionsKilled,blueJungleMinionsKilled,blueAvgLevel,redGold,redMinionsKilled,redJungleMinionsKilled,redAvgLevel,blueChampKills,blueHeraldKills,blueTowersDestroyed,redChampKills,redHeraldKills,redTowersDestroyed
0,21836,318,84,8.8,26343,395,125,9.6,3,0,1,8,3,0
1,29813,325,87,8.8,22906,240,92,8.2,21,2,0,8,1,1
0,24510,332,74,8.8,30451,281,81,9.4,8,0,2,17,2,0
1,26069,342,105,9.2,25320,343,84,9.2,9,2,1,8,1,1
1,31886,327,103,10.4,23936,349,71,8.8,24,1,0,7,2,0
1,25764,359,91,9.4,23537,393,108,9.2,7,2,0,2,1,1
0,23890,287,95,9.0,27332,366,64,9.2,10,2,0,15,1,0
1,34032,311,91,9.8,25727,242,69,8.4,28,3,0,13,0,3
0,25539,304,63,9.0,26091,406,77,9.4,12,1,1,8,1,0
0,22398,334,76,8.8,28662,403,84,9.8,4,0,2,8,1,1
0,25201,326,88,9.2,29284,347,87,9.2,11,0,1,14,3,0
0,26494,323,82,9.6,30676,345,79,9.6,12,0,2,17,3,0
1,28930,366,88,9.2,26104,350,96,9.4,11,2,1,9,1,2
0,24141,344,72,8.8,24062,322,72,9.0,8,2,0,8,1,0
1,24535,333,54,8.8,21236,342,64,8.6,11,2,0,3,1,0
0,24916,334,80,9.2,28736,353,76,9.6,10,1,1,16,2,0
1,30996,372,96,9.6,26433,333,89,9.0,16,1,2,9,2,3
1,28193,319,100,9.8,24502,315,72,9.0,14,2,0,8,0,1
1,26837,365,72,9.4,24553,345,71,8.6,12,1,2,6,1,1
1,33894,364,99,10.0,21414,299,58,8.2,23,2,0,5,1,5
0,23064,329,71,8.4,26288,342,77,8.8,5,1,1,8,2,1
0,23951,351,71,8.8,27206,304,107,9.4,8,0,1,15,3,0
1,25915,408,97,9.4,24302,419,74,9.0,7,3,1,3,0,1
0,27937,336,81,9.4,28885,342,92,9.4,16,2,1,15,2,0
0,24851,338,99,9.0,29603,364,71,9.4,7,1,2,14,1,0
1,25441,314,65,8.8,28586,370,89,9.2,10,0,2,11,3,0
0,23307,299,75,9.0,27263,356,92,9.6,6,2,0,15,1,0
1,31971,368,93,9.8,23930,328,93,8.8,18,3,0,4,0,4
0,28886,341,88,9.4,32071,355,91,9.6,15,1,2,18,2,1
0,25375,332,93,9.2,28724,342,101,9.8,8,1,1,16,2,1
0,22285,322,52,8.8,28716,372,82,9.6,7,1,1,14,1,0
1,27383,374,63,9.6,21905,347,87,8.8,10,0,0,2,2,2
1,26755,354,84,9.6,27318,347,74,9.2,12,2,1,11,1,0
0,24748,355,86,9.0,28826,338,103,9.4,8,0,1,14,1,0
0,24777,291,75,8.8,27259,342,78,9.2,10,2,0,15,1,1
1,26252,369,102,9.2,26891,369,81,9.2,8,0,2,11,3,0
1,26170,346,76,9.4,25802,367,111,9.2,9,3,0,9,0,1
0,26248,255,74,8.6,32065,328,96,9.6,12,1,2,24,2,1
1,31766,393,137,10.2,18890,270,53,8.0,16,1,0,2,1,3
1,26231,296,112,9.0,23801,354,84,8.8,10,3,1,6,0,1
1,23751,360,84,9.2,26365,383,104,9.4,6,2,0,10,1,0
1,26871,319,64,9.4,26689,280,106,9.4,13,0,1,13,2,0
1,31572,319,106,9.4,27929,326,79,9.4,21,1,0,14,0,1
0,25548,311,83,9.2,24778,368,83,9.0,8,2,0,8,0,1
0,24406,353,84,9.0,29064,332,76,9.0,8,1,1,17,1,0
0,23020,321,64,8.4,29268,333,119,9.2,7,0,3,13,2,0
0,26211,292,82,9.4,25817,327,88,9.0,13,2,0,11,1,0
1,28416,346,88,9.4,28227,325,84,9.0,14,0,1,14,3,1
0,23235,290,84,8.4,31088,329,92,9.2,6,1,2,20,2,0
1,27046,298,72,9.2,25911,330,77,8.8,14,2,0,11,1,1
0,30281,296,92,9.6,25454,327,112,9.4,17,2,0,9,1,3
0,22683,326,60,8.4,30106,371,83,9.4,6,0,1,16,3,0
0,26858,315,77,9.4,27410,367,86,9.2,15,1,1,11,2,0
1,26927,315,92,9.2,23162,358,100,9.0,14,0,0,4,2,0
1,29987,324,119,9.2,24443,319,73,9.2,15,3,0,6,0,2
1,25730,287,91,9.4,24321,318,73,8.8,14,2,1,7,1,0
1,27534,358,75,9.4,27768,301,102,9.2,14,0,1,12,3,1
1,24004,332,90,9.2,22864,342,81,9.0,6,1,0,6,1,1
1,30352,395,114,9.6,22445,351,81,8.6,11,1,0,3,1,3
0,24435,355,91,9.2,28342,406,84,9.6,9,1,1,13,1,0
1,28693,351,91,9.4,23547,327,56,9.0,15,3,0,7,0,2
1,25333,408,92,9.4,23133,366,104,9.0,8,2,0,3,1,0
0,27795,337,74,9.2,26698,317,56,8.6,15,1,1,13,2,0
1,29079,371,92,9.8,24379,352,85,9.0,16,3,0,7,0,1
1,25069,349,82,9.4,25782,343,91,9.0,8,0,1,8,3,1
1,31174,423,82,9.8,23106,314,66,8.2,16,1,0,8,2,1
0,24122,355,84,9.0,28785,350,81,9.6,8,1,1,16,2,0
0,24439,358,105,9.0,27375,391,84,9.4,6,1,0,12,1,0
1,27317,343,77,9.2,21259,298,77,8.6,14,2,0,4,0,1
1,34488,408,121,10.2,23277,287,60,8.6,25,1,0,10,1,2
0,26715,319,97,9.4,28111,352,77,9.6,11,2,0,18,1,2
1,28388,321,75,9.2,30454,334,88,9.2,16,1,2,16,2,2
1,29662,337,72,9.4,27189,347,71,9.2,17,1,0,12,1,2
1,27709,358,91,9.4,22509,324,80,8.6,11,2,0,5,1,2
1,25538,347,97,9.6,23423,405,84,9.2,8,2,0,3,0,0
1,27688,362,80,9.4,24558,335,71,8.8,10,0,1,8,3,1
1,26382,318,97,9.2,25014,379,74,9.0,11,1,0,8,2,0
1,25558,371,85,9.2,25831,367,97,9.4,7,1,1,8,1,1
1,25508,345,81,9.4,26645,337,80,9.2,9,1,3,8,2,0
1,26055,339,79,8.8,25981,341,89,9.4,8,1,1,9,1,2
1,28522,287,75,9.2,29810,343,81,9.4,16,0,2,17,3,0
1,29016,325,87,9.4,26196,339,57,9.0,16,1,1,10,1,1
1,25011,342,80,9.0,23891,349,64,9.0,12,2,1,7,0,0
0,24157,302,90,8.6,28033,310,92,9.2,10,1,1,17,2,0
0,23541,323,80,8.6,30536,368,97,9.8,6,0,3,15,3,0
1,24254,357,64,9.0,26542,355,75,9.2,9,1,1,11,2,0
1,28751,369,88,9.0,26493,372,84,9.0,13,3,1,7,0,2
0,22908,346,63,9.0,26218,377,101,9.0,7,0,1,7,2,0
1,24694,347,96,9.6,25552,341,94,9.0,10,1,1,6,2,0
0,22903,299,76,9.0,31074,366,110,10.2,7,1,1,19,1,0
1,27693,324,92,9.4,23483,304,89,8.8,13,0,0,8,2,2
0,23751,305,77,9.0,24746,332,100,9.6,9,2,0,10,1,0
1,28831,386,98,10.2,26008,392,111,9.2,13,1,1,5,1,1
1,32390,403,93,9.8,28056,329,106,9.4,15,2,1,12,1,2
0,24339,348,72,9.2,24881,346,84,9.4,10,0,0,10,2,0
1,26590,335,76,9.0,27539,295,57,8.8,14,1,1,15,1,0
0,26697,321,85,9.0,26471,343,65,9.2,12,3,0,14,0,0
0,24643,321,81,8.6,32215,358,94,9.8,7,0,3,21,3,1
1,29384,358,95,9.2,24995,342,92,9.0,13,1,0,9,2,2
0,30436,332,74,9.4,30780,343,107,9.4,19,2,2,15,1,2
1,27012,335,97,9.6,25569,407,76,9.0,14,2,0,7,0,0
0,23914,344,70,9.0,27366,342,79,9.4,7,1,1,12,1,0
0,22378,360,88,9.2,24141,397,104,9.6,3,0,0,6,1,0
0,27107,329,80,9.0,25591,307,78,9.0,11,0,1,12,1,1
0,26222,287,76,9.0,27009,351,76,9.0,14,1,1,10,2,1
0,22279,362,72,8.6,27617,359,79,9.0,6,0,2,12,3,0
1,27938,381,96,9.6,21676,350,61,8.4,11,3,0,4,0,2
1,26212,377,117,9.6,21603,330,79,9.0,8,3,0,3,0,1
0,23615,315,100,9.0,28743,322,98,9.4,9,1,2,12,2,0
1,28551,341,81,9.4,26226,346,54,9.0,15,1,1,11,1,0
1,30114,376,83,9.6,22862,304,84,8.4,14,1,0,7,1,2
1,31138,354,107,9.6,21568,322,55,8.4,20,3,0,5,0,1
1,27494,293,76,9.4,25780,329,72,9.0,15,2,0,12,1,2
0,24403,310,56,8.8,28621,377,92,9.4,8,0,2,15,3,1
1,27120,287,64,9.0,28383,338,88,9.4,15,1,1,12,1,1
0,25825,317,75,9.0,30182,397,98,10.0,7,1,2,16,2,1
0,24471,346,75,8.8,29247,354,94,9.6,9,1,2,13,2,0
1,27161,412,104,9.6,20049,285,84,8.6,7,3,0,2,0,2
0,20757,327,68,8.4,28651,395,95,9.4,3,1,3,12,2,0
1,25704,346,79,9.4,23779,361,104,9.0,10,3,0,5,0,1
1,25925,360,88,9.6,24745,343,80,9.2,9,2,0,8,1,1
0,22526,296,66,8.8,31786,413,77,9.6,7,0,3,17,3,0
0,24197,334,76,9.2,27164,354,77,9.2,10,2,1,11,1,0
0,24740,335,90,9.0,24300,306,93,8.8,8,2,0,8,1,0
1,24849,331,68,9.2,22851,326,109,8.8,10,1,0,7,0,0
1,28601,372,89,9.4,25963,328,84,9.0,15,0,0,12,3,0
1,30856,317,84,9.2,24818,265,80,8.4,20,1,0,11,1,2
0,25598,315,88,9.4,26716,375,96,9.6,11,1,0,11,1,0
0,24947,295,78,9.2,27619,353,107,9.6,9,0,0,15,2,0
1,25766,384,72,9.4,22890,324,87,8.8,8,2,0,7,1,2
1,28305,358,88,9.2,24719,333,84,8.8,13,2,0,8,0,1
0,27072,335,72,9.2,26793,327,74,9.2,12,0,1,16,3,0
1,28554,348,94,9.2,26926,310,88,9.0,14,1,1,11,1,1
1,25969,375,112,9.8,24873,348,88,9.4,7,1,0,8,0,0
0,24586,356,63,8.8,21865,363,74,8.6,11,2,0,3,1,0
0,26610,301,92,9.2,26652,353,100,9.4,13,2,0,11,1,0
1,23361,360,61,8.8,24855,323,93,9.2,7,1,0,9,1,0
1,26726,373,80,9.4,26468,336,80,9.2,10,2,0,13,1,2
0,28844,317,81,9.0,27521,300,59,9.0,13,2,0,16,0,2
0,25981,340,100,9.4,25500,368,75,9.2,11,3,1,7,0,0
0,29118,362,76,9.4,25732,271,67,8.8,14,1,0,15,2,1
1,26323,340,114,9.4,25960,339,86,9.2,9,3,1,10,0,1
0,26043,357,57,9.4,26280,342,106,9.4,12,1,0,13,2,0
0,26968,319,77,9.4,26382,317,80,9.2,15,1,0,15,1,0
1,28993,292,96,9.2,29320,326,68,9.4,16,2,1,18,1,1
0,27665,369,95,9.6,25062,370,65,9.4,12,2,1,8,1,1
1,25456,328,111,9.4,24120,302,92,9.0,5,1,0,9,2,2
1,26318,329,76,9.2,22987,354,78,8.8,10,2,0,6,1,1
0,26190,284,76,8.6,27791,318,70,8.6,13,0,2,13,3,0
1,24331,341,77,8.8,25633,347,97,9.4,7,2,0,11,1,0
0,23118,344,100,9.2,28821,386,95,9.6,6,0,1,12,3,0
0,27142,349,85,9.6,24646,351,103,9.0,13,2,0,8,1,1
0,22388,265,85,8.8,33749,399,99,9.8,7,1,3,20,2,0
1,24960,355,85,9.2,25979,373,99,9.4,9,2,0,11,0,0
0,25019,346,84,8.8,28269,355,84,9.6,8,2,1,14,1,0
1,28984,313,83,9.2,26722,366,79,9.2,13,1,1,10,1,2
1,28375,372,89,9.2,28965,352,96,9.0,15,0,1,14,2,0
0,25368,372,80,9.2,25607,379,83,9.6,7,1,1,7,2,1
1,27203,365,94,9.2,27912,370,81,9.4,9,1,0,11,2,1
0,27526,378,77,9.4,26560,357,82,9.2,11,1,1,10,1,1
1,27568,364,87,9.4,24517,354,94,9.2,13,2,0,7,0,1
1,30528,363,81,9.6,25103,340,97,8.8,16,2,0,8,1,2
1,30318,307,74,9.2,23627,313,103,8.8,18,3,0,7,0,3
0,24310,234,47,7.6,30809,331,77,9.6,15,0,3,16,3,0
1,32342,323,96,9.4,27546,313,55,9.4,21,3,0,16,0,2
1,30935,323,105,9.8,24409,287,79,8.8,20,3,1,9,0,2
0,28144,370,52,8.8,28835,311,116,9.2,16,0,1,15,3,0
0,24231,393,98,9.4,22904,341,85,9.0,5,1,0,4,2,0
0,21941,309,80,8.8,28737,352,90,9.2,5,2,3,11,1,0
1,28058,329,56,9.0,30516,356,84,9.6,17,1,2,15,1,1
1,24068,351,96,9.4,24323,379,69,9.2,5,1,0,7,2,1
0,24972,308,84,9.0,28454,349,108,9.8,10,1,0,15,2,0
1,26184,319,89,9.2,26174,318,99,9.2,12,1,0,12,1,1
0,21528,353,94,8.6,24658,406,92,9.4,2,1,1,5,2,0
0,22023,331,75,8.8,27207,384,92,9.4,3,0,1,10,3,0
0,19383,214,63,7.8,31314,377,88,9.6,3,0,6,14,2,0
0,21961,318,80,8.8,29860,394,93,9.4,5,0,3,9,2,0
1,28021,313,72,9.2,26642,371,112,9.0,16,2,3,5,0,1
0,25764,307,96,9.2,26469,331,99,9.4,9,1,0,11,2,1
0,21953,309,89,8.6,27090,355,90,9.0,4,1,1,11,2,0
1,31917,372,88,9.4,23662,306,67,9.0,17,3,0,7,0,4
1,27512,358,77,9.4,27888,355,92,9.6,17,1,1,13,2,0
0,27857,348,93,9.6,26546,335,100,9.4,10,1,0,11,1,2
1,29251,374,95,9.4,25857,347,78,9.0,13,3,0,10,0,2
1,29860,361,73,9.6,28637,343,87,9.6,17,1,1,14,2,1
1,27749,366,111,9.6,25055,362,84,8.6,10,2,1,7,0,2
1,27302,361,92,9.4,25873,349,80,9.2,11,1,1,7,2,1
0,25736,355,96,9.0,24909,363,91,9.4,9,1,0,8,2,0
0,23317,245,58,8.4,34124,395,72,9.6,10,1,2,24,0,0
0,26182,360,73,9.4,25184,306,98,9.4,8,1,0,11,1,1
0,25168,369,90,9.2,24673,307,94,9.4,5,2,0,11,1,1
1,31227,376,95,9.8,23129,358,69,8.6,15,3,0,4,0,2
0,24474,337,89,9.2,29623,345,93,9.4,8,0,3,13,3,0
1,32723,335,86,9.4,26311,340,88,9.0,22,3,0,11,0,3
0,27311,410,68,9.6,28310,366,84,9.4,10,1,0,15,2,1
1,31712,379,76,10.0,23866,330,89,8.8,18,2,0,6,1,4
0,24673,333,107,9.0,28938,384,68,9.8,7,0,2,17,2,0
1,28110,369,86,9.2,26429,312,88,9.2,13,1,0,14,2,1
0,23879,333,88,8.8,27858,348,122,9.8,6,0,0,16,2,0
1,28011,337,87,9.6,23964,368,91,8.8,17,1,0,3,2,1
0,27295,314,78,9.2,27100,353,84,9.0,15,3,1,8,0,1
0,25327,311,77,9.0,26032,294,92,9.0,9,1,1,10,2,1
0,23028,390,80,8.8,27902,356,97,9.4,3,1,1,12,2,0
0,24403,279,66,9.0,28383,369,92,9.2,12,0,1,12,2,0
0,24709,344,82,8.8,25257,358,83,9.0,7,1,0,9,1,0
0,26258,341,92,9.2,29628,373,72,9.2,12,0,2,14,3,0
0,24694,310,70,9.0,29735,318,113,9.6,8,2,1,17,1,0
0,26151,310,89,9.0,22206,261,82,8.6,11,1,0,6,2,2
1,26648,402,124,10.0,25085,407,79,9.2,7,0,2,4,2,1
0,24178,326,80,8.8,27136,382,88,9.2,7,1,1,10,1,1
0,27149,365,99,9.6,27461,378,100,9.0,12,2,1,9,1,0
1,29484,327,88,9.8,25283,343,76,9.0,17,3,1,8,0,1
1,28948,370,95,9.8,22029,304,84,8.6,16,1,0,3,2,1
0,24817,345,70,8.8,26986,358,95,9.0,8,1,0,13,1,0
1,30330,363,84,9.4,24002,302,64,8.4,18,1,1,7,1,2
0,22909,338,88,9.0,25313,341,124,9.4,5,0,0,9,1,0
0,24415,344,74,8.8,30532,362,124,9.6,7,0,4,12,3,0
0,25457,376,96,9.4,26356,387,114,9.6,7,1,1,7,2,1
0,25331,365,79,9.4,26022,328,103,9.6,8,1,1,10,2,1
1,26368,345,96,9.0,25096,327,63,9.0,9,0,0,13,3,2
1,28167,351,104,9.6,23313,326,65,8.6,15,1,0,8,1,0
1,27402,310,84,9.0,26481,382,92,9.0,10,3,1,9,0,2
1,27330,288,96,9.0,28955,307,76,9.4,15,2,2,15,1,1
1,34040,323,106,9.6,23249,286,48,8.6,25,3,0,8,0,4
0,22574,339,88,9.0,27337,366,88,9.4,5,1,1,11,2,0
0,27948,335,84,9.6,27422,322,86,9.4,15,0,0,13,1,1
0,23222,309,80,8.6,32588,297,84,9.6,8,0,3,19,3,0
1,31691,394,67,9.8,19894,244,75,8.4,11,2,0,4,1,10
0,24650,332,82,9.0,25497,382,84,9.8,7,2,0,9,1,1
1,27329,301,110,9.4,25571,285,72,8.6,17,2,1,11,1,0
1,27527,343,86,9.2,25674,359,86,9.2,9,1,0,11,2,2
1,26608,320,79,9.2,24948,305,108,9.0,14,0,0,9,3,0
0,22222,300,75,8.8,32597,381,75,9.8,6,0,4,17,3,0
0,27760,343,60,9.0,28280,329,99,9.4,14,0,1,16,3,0
1,32286,345,125,9.8,22499,314,63,8.8,19,2,0,8,0,2
0,25701,354,103,9.4,23491,369,96,9.0,8,2,0,5,1,1
1,25818,373,88,9.4,23784,325,81,9.0,9,2,1,7,1,1
0,23359,349,96,9.2,29409,354,112,10.0,4,2,2,14,1,0
0,22306,243,63,8.4,31685,364,119,9.2,8,0,5,17,3,0
0,21741,276,71,8.2,31054,383,120,10.0,7,0,2,17,3,0
1,30237,337,96,9.4,25203,336,100,9.4,16,1,0,8,1,2
1,27817,295,81,8.8,21684,321,59,8.2,18,3,0,4,0,3
1,27500,317,73,9.2,25594,325,94,9.4,14,3,0,11,0,1
1,25718,348,98,9.2,24720,326,84,9.2,9,3,0,8,0,1
1,27916,299,99,9.4,25874,289,74,8.6,16,1,0,13,1,0
0,26096,361,83,9.0,26674,331,93,9.6,11,0,0,14,3,0
1,28655,341,88,9.4,24853,327,71,9.2,12,2,0,11,1,3
0,24626,347,56,8.8,32112,379,97,10.0,10,0,1,21,3,0
1,27181,349,84,9.4,28113,355,74,9.4,13,0,1,15,1,1
0,22434,327,92,8.8,26529,372,94,9.6,5,1,1,9,0,0
1,26172,374,80,9.4,23713,340,80,9.2,13,1,0,8,2,0
0,25118,323,80,9.4,27512,327,84,8.8,11,1,0,12,1,0
0,25472,294,87,8.8,33025,376,64,9.4,10,2,3,20,1,1
1,23659,339,75,8.8,27209,388,90,9.4,8,1,1,9,2,0
1,27225,360,92,10.0,22126,376,60,8.6,12,2,0,2,1,1
1,26367,355,58,9.0,27311,330,64,9.2,9,1,1,14,2,1
1,27981,343,86,9.2,27503,386,82,9.4,13,1,1,10,2,1
0,26010,311,88,9.0,27153,377,85,9.2,10,2,1,9,1,1
1,27754,309,75,9.4,25109,306,95,9.2,15,2,1,10,1,2
1,28079,333,106,9.0,21333,355,83,8.6,12,2,0,2,1,2
1,25005,348,82,8.8,24986,361,88,9.0,10,2,0,8,0,0
1,28099,306,100,9.6,27351,358,80,9.0,13,3,1,13,0,1
1,29185,363,71,9.6,26193,358,80,9.4,16,4,0,10,0,2
1,27833,312,76,9.0,29330,355,82,9.2,15,1,1,16,1,1
1,24227,357,90,8.8,27749,347,75,9.4,7,1,0,15,1,0
0,26344,359,100,9.0,25714,351,95,9.6,7,2,0,10,1,1
0,21895,334,83,8.6,29192,380,103,9.8,4,1,2,13,2,0
0,24690,359,73,9.2,26709,347,93,9.4,7,1,1,10,2,1
0,25162,395,116,9.4,25127,376,100,9.6,5,1,1,6,1,1
0,24968,267,72,8.6,31402,341,72,9.6,13,0,3,18,2,0
0,24637,349,93,9.0,23343,334,79,8.6,8,3,0,6,0,0
0,22821,366,77,9.4,23759,360,108,9.0,5,0,0,3,3,0
1,27421,321,90,9.2,26138,346,74,9.0,14,2,1,11,0,0
1,26845,389,73,9.2,23304,357,81,8.6,12,3,0,5,0,0
1,25235,410,79,9.4,24710,351,64,8.8,7,1,1,7,2,0
0,25587,335,84,9.2,26166,376,78,9.4,10,2,1,12,1,0
0,25660,315,80,9.4,26247,419,80,9.0,11,1,3,4,1,1
0,30005,362,112,9.8,26517,401,76,9.4,15,2,1,10,1,1
1,30246,362,84,9.6,24736,359,100,9.0,16,2,0,6,1,2
1,30942,375,112,9.6,22859,292,81,8.6,16,2,0,7,1,2
1,25795,308,80,9.0,25288,362,67,9.2,10,2,0,10,0,1
1,27498,358,94,9.6,23357,348,90,9.2,11,1,0,6,2,1
0,24251,307,94,9.2,29114,329,92,9.6,8,2,1,18,1,0
1,27921,372,72,9.2,27183,335,73,9.4,13,1,1,13,1,1
1,25261,363,110,9.4,23005,318,68,9.2,8,3,0,6,0,1
1,29962,294,68,9.2,24794,293,67,8.8,20,2,0,11,0,1
0,25604,351,92,9.2,26894,341,64,9.2,9,1,1,13,2,0
1,27001,321,68,9.0,24179,327,92,8.8,14,1,0,8,2,1
1,28307,350,71,9.6,24170,303,76,8.8,16,1,0,9,1,1
0,26920,378,97,9.8,27655,337,88,9.8,11,1,1,12,2,0
1,27415,382,53,9.2,24113,345,84,9.2,14,1,0,7,2,1
0,25434,366,95,9.0,23281,328,88,9.0,6,0,0,6,1,1
0,26988,348,74,9.2,26174,341,96,9.4,11,1,0,12,1,1
1,31696,311,71,9.6,26060,300,67,8.8,25,2,0,13,0,1
0,22391,293,85,8.4,29947,358,100,9.4,5,1,2,15,2,0
1,27306,353,91,9.4,24613,333,76,8.6,13,3,0,8,0,0
0,22892,279,54,8.4,32455,389,93,9.6,11,0,5,15,3,0
1,28683,333,116,9.6,25476,377,80,9.2,18,2,0,8,1,1
1,26854,310,77,9.4,29071,336,93,9.4,14,0,1,17,2,0
1,26293,363,84,9.6,25295,357,65,9.2,9,2,1,10,1,0
0,25225,347,112,9.8,29602,355,84,9.4,10,1,3,13,2,0
0,25446,335,105,9.4,27383,379,70,9.4,9,1,1,10,2,0
1,29797,380,76,9.8,24121,326,67,8.6,18,1,0,8,1,1
1,28970,408,112,9.6,23262,364,96,9.0,8,2,0,4,1,3
1,26709,430,93,9.4,22528,374,116,9.2,5,2,0,1,1,2
1,31127,386,81,9.4,24565,332,89,9.2,15,2,0,9,1,3
1,26295,348,84,9.2,24973,349,109,9.0,11,1,1,5,2,1
0,27238,389,99,9.6,26147,332,102,9.2,10,2,1,9,1,1
1,22449,290,98,8.8,26189,378,105,9.0,2,1,2,7,2,1
1,28889,381,84,9.4,23744,316,92,8.6,14,0,0,8,2,2
1,28830,369,64,9.6,24076,338,63,8.8,17,1,0,8,2,1
1,26836,365,128,9.4,21654,350,82,8.6,9,3,0,4,0,0
0,24453,343,75,9.0,24826,361,68,9.2,8,1,0,11,0,0
0,29113,303,66,9.4,26061,344,57,9.0,17,2,1,12,0,1
1,31750,377,83,9.2,23075,297,75,8.4,16,3,0,8,0,4
0,25651,343,99,9.0,27522,357,84,9.4,8,2,3,9,1,1
1,26076,362,90,9.2,27726,370,71,9.0,10,1,2,13,2,1
1,26216,350,82,9.4,27775,405,83,9.2,12,2,2,10,1,0
1,25645,368,95,9.4,27497,344,85,9.4,10,1,1,11,2,1
1,31513,392,89,9.8,24185,379,79,8.8,14,3,1,5,0,4
1,35642,379,115,10.4,22606,297,72,8.4,25,3,0,8,0,4
0,24281,367,101,9.2,26885,406,125,9.6,6,0,1,6,3,0
0,23227,346,102,9.2,27952,388,117,9.4,5,0,2,10,3,0
0,24776,386,100,9.4,26448,388,87,9.4,5,2,1,8,0,1
0,28710,330,101,9.6,28833,347,88,9.2,15,1,1,15,2,2
0,24678,315,79,8.8,30633,366,92,9.4,10,1,1,17,2,0
1,26199,364,84,9.4,25097,339,71,8.8,13,1,0,10,1,0
1,25414,339,88,9.4,29861,354,99,9.8,9,1,2,16,1,0
1,26416,341,69,9.2,25619,332,93,9.8,9,2,0,12,1,1
0,26078,298,62,8.2,30255,340,102,9.4,9,1,3,16,2,2
1,27292,384,108,9.6,21131,371,88,9.2,8,3,0,2,0,2
1,31809,360,104,9.4,23217,287,85,8.6,17,2,0,8,0,2
1,29115,355,111,9.6,24537,355,80,9.4,12,1,0,8,2,2
0,19796,218,59,8.0,31958,380,108,9.8,5,0,5,14,2,0
0,29696,345,74,9.4,30947,357,105,9.8,18,1,1,20,2,1
1,28895,271,78,8.8,28237,279,74,9.2,15,2,0,17,1,1
1,25541,352,85,9.2,29202,388,95,9.6,8,0,1,15,3,0
1,24596,347,80,9.2,28179,357,99,9.4,11,0,1,12,2,0
0,28567,336,88,9.4,27689,315,84,8.8,14,1,2,12,2,1
1,28883,360,135,10.0,26535,379,66,9.0,14,2,1,9,1,1
0,22173,316,74,8.8,29465,349,90,9.6,3,0,2,15,3,0
0,24324,356,95,9.2,27006,379,99,9.6,6,1,1,9,2,0
1,28063,327,101,9.2,26168,338,69,8.6,10,2,0,14,0,1
0,28233,310,113,9.2,32302,335,52,9.4,17,1,3,25,1,0
1,28947,372,88,9.2,26396,351,80,8.8,13,3,1,9,0,1
0,23744,315,62,8.6,29495,352,108,9.4,8,0,1,16,3,0
0,28759,341,82,9.2,28673,369,92,9.6,11,1,0,17,2,1
1,28138,352,92,9.6,23818,368,85,9.2,14,2,0,6,1,1
1,24528,357,64,8.8,26596,390,88,9.2,7,2,0,9,1,1
1,27518,350,87,9.2,23934,353,61,9.0,13,2,0,8,1,0
1,29636,373,92,9.2,26147,317,95,9.2,15,1,0,11,2,1
1,27320,323,74,9.2,26946,322,75,8.6,14,1,1,12,2,1
0,24858,300,82,9.0,31669,348,84,10.0,11,0,2,26,3,0
1,24312,338,94,9.0,26486,366,76,8.8,7,1,2,9,2,0
0,22379,263,61,8.6,27465,342,103,9.0,6,0,2,12,2,0
1,27486,341,85,9.0,22758,295,72,8.6,16,1,0,8,2,0
1,28677,350,91,9.6,24324,318,90,8.8,13,2,0,8,1,2
1,27810,365,104,9.4,25419,313,67,9.2,12,2,0,11,0,1
0,23141,369,78,9.0,27914,411,114,9.8,4,0,1,8,3,0
1,24756,332,96,9.0,23370,296,89,8.4,9,1,1,6,2,0
0,26246,315,94,9.0,28739,326,71,9.6,9,2,1,17,1,1
1,27768,361,76,9.2,27854,323,98,9.2,12,0,0,13,2,1
1,27811,384,82,10.0,25052,325,88,9.0,11,2,1,6,1,1
0,25415,335,59,8.8,31830,315,118,10.0,11,1,1,22,1,0
1,29282,287,91,9.4,30716,345,71,9.4,18,1,1,19,2,0
1,25450,314,83,9.2,27237,351,106,9.4,9,2,2,10,1,0
0,29827,340,50,9.4,27978,320,77,9.2,20,0,1,13,3,1
0,26308,351,100,9.6,25349,368,92,9.0,10,1,1,5,1,1
0,24575,353,70,9.4,25876,370,67,9.0,10,2,0,8,1,0
0,21772,325,81,8.6,29301,350,84,9.2,4,1,2,14,2,0
0,21184,277,69,8.4,27623,353,69,9.0,5,0,2,12,3,0
0,25186,387,101,9.2,28499,365,102,9.4,6,1,2,10,2,0
1,28078,322,78,9.0,28207,356,93,9.2,11,1,0,16,2,2
1,29984,379,98,9.8,20823,342,72,8.8,12,2,0,3,0,3
0,23127,315,87,8.8,26968,375,84,9.4,5,2,0,12,1,0
1,29048,374,121,9.8,23185,356,82,9.0,11,3,0,3,0,2
1,27603,312,76,9.4,27071,347,91,9.6,17,1,1,11,1,0
1,24944,361,91,9.0,26616,370,89,9.6,7,1,0,10,1,0
1,24386,346,68,8.6,24517,351,80,9.0,6,1,0,10,2,1
0,22389,307,75,8.4,28726,355,101,9.4,5,1,1,14,1,0
1,27363,355,82,8.8,24467,354,80,8.8,11,3,0,7,0,1
0,29098,307,75,9.2,27536,386,82,9.4,16,1,0,15,1,1
1,27530,324,94,9.4,23133,311,81,8.4,14,1,1,5,2,0
0,26953,346,81,9.4,22329,299,64,8.8,14,1,0,6,1,1
0,23989,331,79,8.8,30695,345,88,10.0,8,1,2,16,2,1
